,game_id,time_bin,score_diff,home_xgdiff,home_xadiff,home_xtdiff,remain_time,game_result,log_remain_time,ishome,lambda_diff,time_scale,lambda_home,lambda_away,p_home,p_draw,p_away
0,126283,0,0,0.0,0.0,-0.008000000000000004,5340.599,0,8.583280325333817,1,-0.0003955999259259261,0.9889998148148148,0.05,0.050395599925925925,0.04643162048339877,0.9067600607958094,0.04680831872079182
1,126283,1,0,0.0,0.0,0.05299999999999999,5282.633,0,8.572369208271743,1,0.0025924032314814808,0.9782653703703703,0.05259240323148148,0.05,0.048798214931885284,0.9048695315310746,0.04633225353704019
2,126283,2,0,-0.9132947435666571,-0.3929719238912903,-0.11300000000000002,5227.4,0,8.561860582911397,0,-0.17612601756907117,0.9680370370370369,0.05,0.2261260175690712,0.039118760621877656,0.7673199943376865,0.1935612450404358
3,126283,3,0,-0.9132947435666571,-0.3929719238912903,-0.09799999999999998,5160.3,0,8.54894376472906,0,-0.1731485188277177,0.9556111111111112,0.05,0.2231485188277177,0.03923251898936233,0.7694941563884142,0.19127332462222338
4,126283,4,0,0.9132947435666571,0.3929719238912903,0.02999999999999997,5100.832,0,8.537354969896183,1,0.16794149675205847,0.9445985185185186,0.21794149675205848,0.05,0.1872566369979293,0.7733111088489002,0.039432254153170525
5,126283,5,0,0.9132947435666571,0.3929719238912903,0.03400000000000003,5041.433,0,8.525643982680103,1,0.16617254397396786,0.9335987037037037,0.21617254397396785,0.05,0.1858875404227155,0.7746121193865807,0.039500340190703816
6,126283,6,0,-0.9132947435666571,-0.3929719238912903,-0.035999999999999976,4980.364,0,8.513459028098481,0,-0.1642518549654044,0.9222896296296296,0.05,0.2142518549654044,0.03957439958189394,0.7760272026779327,0.1843983977401734
7,126283,7,0,-0.9132947435666571,-0.3929719238912903,-0.08700000000000002,4936.767,0,8.504668483696692,0,-0.16514528180116733,0.9142161111111111,0.05,0.21514528180116732,0.03953993289447842,0.7753686423005061,0.18509142480501553
8,126283,8,0,0.9132947435666571,0.3929719238912903,0.09600000000000003,4861.232,0,8.489252870726542,1,0.16302357920016566,0.9002281481481481,0.21302357920016568,0.05,0.18344466885416744,0.7769334980059353,0.03962183313989736
9,126283,9,0,0.9132947435666571,0.3929719238912903,0.09600000000000003,4800.233,0,8.476628038909249,1,0.1609779505801716,0.888932037037037,0.2109779505801716,0.05,0.18185381055917066,0.7784452320010099,0.03970095743981942
